Couldn't import dot_parser, loading of dot files will not be possible.
nkerns =  [ 16  32  32 512 512] (5,)
validation set =  100000
epoch 7, iter 172000, train buffer error 0.900000 %
training @ iter =  172000 , cost =  0.0080408975482
training @ iter =  172100 , cost =  0.0407530032098
training @ iter =  172200 , cost =  0.00122144550551
training @ iter =  172300 , cost =  0.000290050695185
training @ iter =  172400 , cost =  0.115740478039
training @ iter =  172500 , cost =  0.00661407690495
training @ iter =  172600 , cost =  0.0918999761343
training @ iter =  172700 , cost =  0.0576289072633
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.34
-->  24 34750 chunk_9_50000.pkl
training @ iter =  172800 , cost =  0.0233756564558
training @ iter =  172900 , cost =  0.000576691236347
training @ iter =  173000 , cost =  0.00384388351813
training @ iter =  173100 , cost =  0.044290587306
training @ iter =  173200 , cost =  0.106586024165
training @ iter =  173300 , cost =  0.00106653792318
training @ iter =  173400 , cost =  0.00377762014978
training @ iter =  173500 , cost =  0.0046894447878
training @ iter =  173600 , cost =  0.00283675640821
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  173700 , cost =  0.00441408110783
training @ iter =  173800 , cost =  0.00158822769299
training @ iter =  173900 , cost =  0.0647164136171
iter  173999  validation
epoch 8, iter 174000, validation error 0.791000 %
epoch 8, iter 174000, train minibatch error 6.000000 %
epoch 8, iter 174000, train buffer error 1.000000 %
training @ iter =  174000 , cost =  0.00315080117434
training @ iter =  174100 , cost =  0.00341400597245
training @ iter =  174200 , cost =  0.0126175740734
training @ iter =  174300 , cost =  0.0750447958708
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  174400 , cost =  0.0433468259871
training @ iter =  174500 , cost =  0.0112113235518
training @ iter =  174600 , cost =  0.0126048587263
training @ iter =  174700 , cost =  0.00593755207956
training @ iter =  174800 , cost =  0.00322693167254
training @ iter =  174900 , cost =  0.0732229501009
training @ iter =  175000 , cost =  0.00162827060558
training @ iter =  175100 , cost =  0.0339645370841
--> train minibatch error =  0.12
-->  2 6500 chunk_12_50000.pkl
--> train minibatch error =  0.12
-->  2 6650 chunk_12_50000.pkl
training @ iter =  175200 , cost =  0.0117344437167
training @ iter =  175300 , cost =  0.00214348640293
training @ iter =  175400 , cost =  0.0167206898332
training @ iter =  175500 , cost =  0.0168167129159
training @ iter =  175600 , cost =  0.00312945689075
training @ iter =  175700 , cost =  0.0226608589292
training @ iter =  175800 , cost =  0.0231691095978
training @ iter =  175900 , cost =  0.000923421524931
--> train minibatch error =  0.16
-->  2 44550 chunk_12_50000.pkl
iter  175999  validation
epoch 8, iter 176000, validation error 0.807000 %
epoch 8, iter 176000, train minibatch error 4.000000 %
epoch 8, iter 176000, train buffer error 0.800000 %
training @ iter =  176000 , cost =  0.0256297644228
training @ iter =  176100 , cost =  0.00225471798331
training @ iter =  176200 , cost =  0.00784566905349
training @ iter =  176300 , cost =  0.00294444314204
training @ iter =  176400 , cost =  0.007617960684
training @ iter =  176500 , cost =  0.00364182610065
training @ iter =  176600 , cost =  0.0149149345234
training @ iter =  176700 , cost =  0.00382216786966
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  176800 , cost =  0.0055362735875
training @ iter =  176900 , cost =  0.00158347550314
training @ iter =  177000 , cost =  0.011814984493
training @ iter =  177100 , cost =  0.0817929804325
training @ iter =  177200 , cost =  0.0718627274036
training @ iter =  177300 , cost =  0.00696223182604
training @ iter =  177400 , cost =  0.0159147698432
training @ iter =  177500 , cost =  0.0494448952377
training @ iter =  177600 , cost =  0.00234042457305
training @ iter =  177700 , cost =  0.00678654294461
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  177800 , cost =  0.0061599733308
training @ iter =  177900 , cost =  0.00434716977179
--> train minibatch error =  0.12
-->  4 46300 chunk_14_50000.pkl
iter  177999  validation
epoch 8, iter 178000, validation error 0.801000 %
epoch 8, iter 178000, train minibatch error 0.000000 %
epoch 8, iter 178000, train buffer error 1.500000 %
training @ iter =  178000 , cost =  0.0798039957881
training @ iter =  178100 , cost =  0.00379753345624
training @ iter =  178200 , cost =  0.00115444231778
training @ iter =  178300 , cost =  0.0439473837614
training @ iter =  178400 , cost =  0.00275089149363
training @ iter =  178500 , cost =  0.00170038675424
training @ iter =  178600 , cost =  0.019434530288
training @ iter =  178700 , cost =  0.00230484455824
training @ iter =  178800 , cost =  0.00249912473373
training @ iter =  178900 , cost =  0.00535124260932
training @ iter =  179000 , cost =  0.00164292706177
training @ iter =  179100 , cost =  0.0371743403375
training @ iter =  179200 , cost =  0.014914907515
training @ iter =  179300 , cost =  0.0183643214405
training @ iter =  179400 , cost =  0.00639435183257
training @ iter =  179500 , cost =  0.00825789757073
training @ iter =  179600 , cost =  0.00375104998238
training @ iter =  179700 , cost =  0.00680170673877
training @ iter =  179800 , cost =  0.00488163391128
training @ iter =  179900 , cost =  0.00172398600262
iter  179999  validation
epoch 8, iter 180000, validation error 0.817000 %
epoch 8, iter 180000, train minibatch error 6.000000 %
epoch 8, iter 180000, train buffer error 0.700000 %
training @ iter =  180000 , cost =  0.0374241918325
training @ iter =  180100 , cost =  0.00960222352296
training @ iter =  180200 , cost =  0.0676033049822
training @ iter =  180300 , cost =  0.00457943510264
training @ iter =  180400 , cost =  0.02199931629
training @ iter =  180500 , cost =  0.00116865476593
training @ iter =  180600 , cost =  0.0661188140512
training @ iter =  180700 , cost =  0.00562069891021
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  180800 , cost =  0.0070539265871
training @ iter =  180900 , cost =  0.00374843250029
training @ iter =  181000 , cost =  0.0114673664793
training @ iter =  181100 , cost =  0.0115433894098
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  181200 , cost =  0.0029538392555
training @ iter =  181300 , cost =  0.00470617366955
training @ iter =  181400 , cost =  0.00589601043612
training @ iter =  181500 , cost =  0.0352580659091
training @ iter =  181600 , cost =  0.024928657338
--> train minibatch error =  0.3
-->  8 30350 chunk_18_50000.pkl
training @ iter =  181700 , cost =  0.00754174729809
--> train minibatch error =  0.14
-->  8 33600 chunk_18_50000.pkl
training @ iter =  181800 , cost =  0.0197406634688
training @ iter =  181900 , cost =  0.0271789953113
iter  181999  validation
epoch 8, iter 182000, validation error 0.789000 %
epoch 8, iter 182000, train minibatch error 0.000000 %
epoch 8, iter 182000, train buffer error 0.600000 %
training @ iter =  182000 , cost =  0.0130163189024
training @ iter =  182100 , cost =  0.0149772707373
training @ iter =  182200 , cost =  0.00470037106425
training @ iter =  182300 , cost =  0.0274501610547
training @ iter =  182400 , cost =  0.0961999893188
training @ iter =  182500 , cost =  0.12513667345
training @ iter =  182600 , cost =  0.00348767545074
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  182700 , cost =  0.0427284277976
training @ iter =  182800 , cost =  0.137886419892
training @ iter =  182900 , cost =  0.192207679152
training @ iter =  183000 , cost =  0.00283971428871
training @ iter =  183100 , cost =  0.0473152883351
training @ iter =  183200 , cost =  0.0134712923318
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
training @ iter =  183300 , cost =  0.0686742290854
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  183400 , cost =  0.0316770598292
training @ iter =  183500 , cost =  0.00309719168581
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  183600 , cost =  0.00411039730534
training @ iter =  183700 , cost =  0.0183324869722
training @ iter =  183800 , cost =  0.0108779259026
training @ iter =  183900 , cost =  0.00182724650949
iter  183999  validation
epoch 8, iter 184000, validation error 0.786000 %
epoch 8, iter 184000, train minibatch error 0.000000 %
epoch 8, iter 184000, train buffer error 1.000000 %
training @ iter =  184000 , cost =  0.00164247711655
training @ iter =  184100 , cost =  0.0289601776749
training @ iter =  184200 , cost =  0.00262763071805
training @ iter =  184300 , cost =  0.00278107007034
training @ iter =  184400 , cost =  0.0123364813626
training @ iter =  184500 , cost =  0.0463805645704
training @ iter =  184600 , cost =  0.00349194556475
training @ iter =  184700 , cost =  0.0108449300751
training @ iter =  184800 , cost =  0.00390740996227
training @ iter =  184900 , cost =  0.0808772668242
training @ iter =  185000 , cost =  0.0174636412412
--> train minibatch error =  0.16
-->  12 750 chunk_22_50000.pkl
training @ iter =  185100 , cost =  0.00107450073119
training @ iter =  185200 , cost =  0.00812883302569
training @ iter =  185300 , cost =  0.00771248200908
training @ iter =  185400 , cost =  0.000686083454639
training @ iter =  185500 , cost =  0.0326143912971
training @ iter =  185600 , cost =  0.0541241504252
training @ iter =  185700 , cost =  0.0109818782657
training @ iter =  185800 , cost =  0.00112689868547
training @ iter =  185900 , cost =  0.00475070765242
iter  185999  validation
epoch 8, iter 186000, validation error 0.798000 %
epoch 8, iter 186000, train minibatch error 2.000000 %
epoch 8, iter 186000, train buffer error 0.800000 %
training @ iter =  186000 , cost =  0.0209813788533
training @ iter =  186100 , cost =  0.00516032800078
training @ iter =  186200 , cost =  0.023662276566
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  186300 , cost =  0.00206616544165
training @ iter =  186400 , cost =  0.00258827512152
training @ iter =  186500 , cost =  0.0155784394592
training @ iter =  186600 , cost =  0.167803540826
training @ iter =  186700 , cost =  0.00982001982629
training @ iter =  186800 , cost =  0.0702717900276
training @ iter =  186900 , cost =  0.0138048389927
training @ iter =  187000 , cost =  0.0264383722097
training @ iter =  187100 , cost =  0.00106358365156
training @ iter =  187200 , cost =  0.0276139322668
training @ iter =  187300 , cost =  0.0133126368746
training @ iter =  187400 , cost =  0.00209882995114
training @ iter =  187500 , cost =  0.0151849975809
training @ iter =  187600 , cost =  0.00491184554994
training @ iter =  187700 , cost =  0.000473930151202
training @ iter =  187800 , cost =  0.0159449949861
training @ iter =  187900 , cost =  0.0174611788243
iter  187999  validation
epoch 8, iter 188000, validation error 0.795000 %
epoch 8, iter 188000, train minibatch error 2.000000 %
epoch 8, iter 188000, train buffer error 0.800000 %
training @ iter =  188000 , cost =  0.005520677194
training @ iter =  188100 , cost =  0.00493727624416
training @ iter =  188200 , cost =  0.0168129093945
training @ iter =  188300 , cost =  0.00579134281725
training @ iter =  188400 , cost =  0.000629590824246
training @ iter =  188500 , cost =  0.0378176011145
training @ iter =  188600 , cost =  0.00119045597967
training @ iter =  188700 , cost =  0.00874762423337
training @ iter =  188800 , cost =  0.00554983876646
training @ iter =  188900 , cost =  0.00154076854233
training @ iter =  189000 , cost =  0.0687308683991
training @ iter =  189100 , cost =  0.0103283366188
training @ iter =  189200 , cost =  0.00168435636442
training @ iter =  189300 , cost =  0.00295928190462
training @ iter =  189400 , cost =  0.0101113021374
training @ iter =  189500 , cost =  0.0119335940108
training @ iter =  189600 , cost =  0.094377219677
training @ iter =  189700 , cost =  0.164177820086
training @ iter =  189800 , cost =  0.00655401451513
training @ iter =  189900 , cost =  0.0240598767996
iter  189999  validation
epoch 8, iter 190000, validation error 0.775000 %
epoch 8, iter 190000, train minibatch error 0.000000 %
epoch 8, iter 190000, train buffer error 0.100000 %
patience =  289999 0.99 379998
training @ iter =  190000 , cost =  0.0149595430121
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  190100 , cost =  0.0118386363611
training @ iter =  190200 , cost =  0.0170107576996
training @ iter =  190300 , cost =  0.000629167130683
training @ iter =  190400 , cost =  0.00116552505642
training @ iter =  190500 , cost =  0.00298182689585
training @ iter =  190600 , cost =  0.0663107186556
training @ iter =  190700 , cost =  0.00754470424727
training @ iter =  190800 , cost =  0.0283080618829
--> train minibatch error =  0.12
-->  17 40700 chunk_27_50000.pkl
training @ iter =  190900 , cost =  0.06976454705
training @ iter =  191000 , cost =  0.00528589356691
training @ iter =  191100 , cost =  0.00102463329677
training @ iter =  191200 , cost =  0.0004328446812
training @ iter =  191300 , cost =  0.00474880961701
training @ iter =  191400 , cost =  0.143471807241
training @ iter =  191500 , cost =  0.0196853224188
training @ iter =  191600 , cost =  0.040674161166
training @ iter =  191700 , cost =  0.0024377705995
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  191800 , cost =  0.0108443330973
training @ iter =  191900 , cost =  0.020482301712
--> train minibatch error =  0.12
-->  19 8950 chunk_4_50000.pkl
iter  191999  validation
epoch 8, iter 192000, validation error 0.789000 %
epoch 8, iter 192000, train minibatch error 2.000000 %
epoch 8, iter 192000, train buffer error 1.000000 %
training @ iter =  192000 , cost =  0.0509554445744
training @ iter =  192100 , cost =  0.0047638467513
training @ iter =  192200 , cost =  0.0138518968597
training @ iter =  192300 , cost =  0.00606332160532
training @ iter =  192400 , cost =  0.0783044323325
training @ iter =  192500 , cost =  0.0888576507568
training @ iter =  192600 , cost =  0.00222160993144
training @ iter =  192700 , cost =  0.00313760363497
training @ iter =  192800 , cost =  0.00250467541628
training @ iter =  192900 , cost =  0.00110276928172
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  193000 , cost =  0.024237902835
training @ iter =  193100 , cost =  0.0142462924123
training @ iter =  193200 , cost =  0.00136803055648
training @ iter =  193300 , cost =  0.143974259496
training @ iter =  193400 , cost =  0.000515984836966
training @ iter =  193500 , cost =  0.0116584422067
training @ iter =  193600 , cost =  0.0053532756865
training @ iter =  193700 , cost =  0.00421491451561
training @ iter =  193800 , cost =  0.085820697248
training @ iter =  193900 , cost =  0.0622385069728
iter  193999  validation
epoch 8, iter 194000, validation error 0.804000 %
epoch 8, iter 194000, train minibatch error 2.000000 %
epoch 8, iter 194000, train buffer error 0.600000 %
training @ iter =  194000 , cost =  0.00199926528148
training @ iter =  194100 , cost =  0.00302447448485
training @ iter =  194200 , cost =  0.00210032216273
training @ iter =  194300 , cost =  0.048242688179
training @ iter =  194400 , cost =  0.00606491463259
training @ iter =  194500 , cost =  0.00460952706635
training @ iter =  194600 , cost =  0.0772524476051
training @ iter =  194700 , cost =  0.00331020657904
training @ iter =  194800 , cost =  0.00797016825527
training @ iter =  194900 , cost =  0.0025421185419
training @ iter =  195000 , cost =  0.00286941626109
training @ iter =  195100 , cost =  0.00809726119041
training @ iter =  195200 , cost =  0.00367879052646
training @ iter =  195300 , cost =  0.00262712244876
training @ iter =  195400 , cost =  0.00239725597203
training @ iter =  195500 , cost =  0.00713341124356
training @ iter =  195600 , cost =  0.00879210978746
training @ iter =  195700 , cost =  0.00342979072593
training @ iter =  195800 , cost =  0.0016924100928
training @ iter =  195900 , cost =  0.00644122855738
iter  195999  validation
epoch 8, iter 196000, validation error 0.774000 %
epoch 8, iter 196000, train minibatch error 0.000000 %
epoch 8, iter 196000, train buffer error 0.900000 %
training @ iter =  196000 , cost =  0.057514116168
training @ iter =  196100 , cost =  0.0145975900814
training @ iter =  196200 , cost =  0.00280893058516
--> train minibatch error =  0.14
-->  23 21400 chunk_8_50000.pkl
training @ iter =  196300 , cost =  0.00843721348792
training @ iter =  196400 , cost =  0.00595628283918
--> train minibatch error =  0.14
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.22
-->  23 31900 chunk_8_50000.pkl
training @ iter =  196500 , cost =  0.0103574870154
training @ iter =  196600 , cost =  0.00829167012125
training @ iter =  196700 , cost =  0.0946857333183
training @ iter =  196800 , cost =  0.126320034266
training @ iter =  196900 , cost =  0.0378016531467
training @ iter =  197000 , cost =  0.0392702668905
training @ iter =  197100 , cost =  0.0290710330009
training @ iter =  197200 , cost =  0.0484654717147
training @ iter =  197300 , cost =  0.00516094826162
training @ iter =  197400 , cost =  0.0316085107625
--> train minibatch error =  0.24
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.34
-->  24 34750 chunk_9_50000.pkl
training @ iter =  197500 , cost =  0.00628060661256
training @ iter =  197600 , cost =  0.00576271908358
training @ iter =  197700 , cost =  0.0113945035264
training @ iter =  197800 , cost =  0.00197237730026
training @ iter =  197900 , cost =  0.00801711343229
iter  197999  validation
epoch 9, iter 198000, validation error 0.771000 %
epoch 9, iter 198000, train minibatch error 0.000000 %
epoch 9, iter 198000, train buffer error 0.600000 %
training @ iter =  198000 , cost =  0.00641623744741
training @ iter =  198100 , cost =  0.00396319292486
training @ iter =  198200 , cost =  0.0266985185444
training @ iter =  198300 , cost =  0.0228596813977
--> train minibatch error =  0.12
-->  0 29050 chunk_10_50000.pkl
training @ iter =  198400 , cost =  0.000396476825699
training @ iter =  198500 , cost =  0.0966051369905
training @ iter =  198600 , cost =  0.0373573414981
training @ iter =  198700 , cost =  0.0442051328719
training @ iter =  198800 , cost =  0.0181023459882
training @ iter =  198900 , cost =  0.00742793548852
training @ iter =  199000 , cost =  0.00973910465837
training @ iter =  199100 , cost =  0.0112589253113
training @ iter =  199200 , cost =  0.00500577036291
training @ iter =  199300 , cost =  0.0121169937775
training @ iter =  199400 , cost =  0.00122067192569
training @ iter =  199500 , cost =  0.0545289181173
training @ iter =  199600 , cost =  0.0307231452316
training @ iter =  199700 , cost =  0.0192782785743
training @ iter =  199800 , cost =  0.00382481166162
training @ iter =  199900 , cost =  0.0111230053008
--> train minibatch error =  0.12
-->  2 6500 chunk_12_50000.pkl
Learning rate:  0.000625
iter  199999  validation
epoch 9, iter 200000, validation error 0.797000 %
epoch 9, iter 200000, train minibatch error 2.000000 %
epoch 9, iter 200000, train buffer error 0.900000 %
training @ iter =  200000 , cost =  0.0314814001322
training @ iter =  200100 , cost =  0.0016215586802
training @ iter =  200200 , cost =  0.00297253904864
training @ iter =  200300 , cost =  0.0199916046113
training @ iter =  200400 , cost =  0.0105367247015
training @ iter =  200500 , cost =  0.00786169338971
training @ iter =  200600 , cost =  0.0862543880939
--> train minibatch error =  0.18
-->  2 44550 chunk_12_50000.pkl
training @ iter =  200700 , cost =  0.0292237848043
training @ iter =  200800 , cost =  0.0235402099788
training @ iter =  200900 , cost =  0.000774784013629
training @ iter =  201000 , cost =  0.000614526157733
training @ iter =  201100 , cost =  0.00315205520019
training @ iter =  201200 , cost =  0.00761973625049
training @ iter =  201300 , cost =  0.0428628735244
training @ iter =  201400 , cost =  0.0145574584603
--> train minibatch error =  0.14
-->  3 34000 chunk_13_50000.pkl
training @ iter =  201500 , cost =  0.016319707036
training @ iter =  201600 , cost =  0.0047007217072
training @ iter =  201700 , cost =  0.0167242344469
training @ iter =  201800 , cost =  0.00424957415089
training @ iter =  201900 , cost =  0.0956473574042
iter  201999  validation
epoch 9, iter 202000, validation error 0.804000 %
epoch 9, iter 202000, train minibatch error 0.000000 %
epoch 9, iter 202000, train buffer error 0.500000 %
training @ iter =  202000 , cost =  0.021298231557
training @ iter =  202100 , cost =  0.0187232755125
training @ iter =  202200 , cost =  0.00217457045801
training @ iter =  202300 , cost =  0.0188237652183
training @ iter =  202400 , cost =  0.00402105553076
training @ iter =  202500 , cost =  0.0166311543435
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  202600 , cost =  0.00174140452873
training @ iter =  202700 , cost =  0.00313870003447
--> train minibatch error =  0.12
-->  4 46300 chunk_14_50000.pkl
training @ iter =  202800 , cost =  0.00390879204497
training @ iter =  202900 , cost =  0.00197326904163
training @ iter =  203000 , cost =  0.0761859491467
training @ iter =  203100 , cost =  0.0799997746944
training @ iter =  203200 , cost =  0.0050011347048
training @ iter =  203300 , cost =  0.00297968485393
training @ iter =  203400 , cost =  0.024963574484
training @ iter =  203500 , cost =  0.0124597083777
training @ iter =  203600 , cost =  0.149136528373
training @ iter =  203700 , cost =  0.00159869936761
training @ iter =  203800 , cost =  0.00706481235102
training @ iter =  203900 , cost =  0.00265141017735
iter  203999  validation
epoch 9, iter 204000, validation error 0.773000 %
epoch 9, iter 204000, train minibatch error 2.000000 %
epoch 9, iter 204000, train buffer error 0.800000 %
training @ iter =  204000 , cost =  0.00157325761393
training @ iter =  204100 , cost =  0.00530248647556
training @ iter =  204200 , cost =  0.00459996890277
training @ iter =  204300 , cost =  0.000579930085223
training @ iter =  204400 , cost =  0.0188796781003
training @ iter =  204500 , cost =  0.00308666494675
training @ iter =  204600 , cost =  0.009447298944
training @ iter =  204700 , cost =  0.0371139571071
training @ iter =  204800 , cost =  0.0684405192733
training @ iter =  204900 , cost =  0.0174251478165
training @ iter =  205000 , cost =  0.00536473747343
training @ iter =  205100 , cost =  0.0121905449778
training @ iter =  205200 , cost =  0.00154251488857
training @ iter =  205300 , cost =  0.00264941807836
training @ iter =  205400 , cost =  0.00213037361391
--> train minibatch error =  0.18
-->  7 33350 chunk_17_50000.pkl
training @ iter =  205500 , cost =  0.126474678516
training @ iter =  205600 , cost =  0.00280612101778
training @ iter =  205700 , cost =  0.0183689258993
training @ iter =  205800 , cost =  0.00182211725041
--> train minibatch error =  0.18
-->  8 4750 chunk_18_50000.pkl
training @ iter =  205900 , cost =  0.00508265662938
iter  205999  validation
epoch 9, iter 206000, validation error 0.785000 %
epoch 9, iter 206000, train minibatch error 0.000000 %
epoch 9, iter 206000, train buffer error 1.100000 %
training @ iter =  206000 , cost =  0.0133806094527
training @ iter =  206100 , cost =  0.108624957502
training @ iter =  206200 , cost =  0.00118078826927
training @ iter =  206300 , cost =  0.00568534992635
--> train minibatch error =  0.32
-->  8 30350 chunk_18_50000.pkl
training @ iter =  206400 , cost =  0.105031684041
--> train minibatch error =  0.12
-->  8 33600 chunk_18_50000.pkl
training @ iter =  206500 , cost =  0.00457737548277
training @ iter =  206600 , cost =  0.021902969107
training @ iter =  206700 , cost =  0.0913373455405
training @ iter =  206800 , cost =  0.0331829041243
training @ iter =  206900 , cost =  0.0419425591826
--> train minibatch error =  0.12
-->  9 10550 chunk_19_50000.pkl
training @ iter =  207000 , cost =  0.00457116169855
training @ iter =  207100 , cost =  0.0320815704763
training @ iter =  207200 , cost =  0.00356651330367
training @ iter =  207300 , cost =  0.00664142239839
--> train minibatch error =  0.12
-->  9 29850 chunk_19_50000.pkl
training @ iter =  207400 , cost =  0.0115823568776
training @ iter =  207500 , cost =  0.00518512772396
training @ iter =  207600 , cost =  0.03236374259
training @ iter =  207700 , cost =  0.00666471756995
training @ iter =  207800 , cost =  0.0136621259153
training @ iter =  207900 , cost =  0.00764050940052
--> train minibatch error =  0.18
-->  10 9100 chunk_20_50000.pkl
iter  207999  validation
epoch 9, iter 208000, validation error 0.794000 %
epoch 9, iter 208000, train minibatch error 0.000000 %
epoch 9, iter 208000, train buffer error 0.800000 %
training @ iter =  208000 , cost =  0.00277859484777
training @ iter =  208100 , cost =  0.00172201322857
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  208200 , cost =  0.00482899881899
--> train minibatch error =  0.12
-->  10 25050 chunk_20_50000.pkl
training @ iter =  208300 , cost =  0.00432018749416
training @ iter =  208400 , cost =  0.0416659265757
training @ iter =  208500 , cost =  0.0778888687491
training @ iter =  208600 , cost =  0.00160745205358
training @ iter =  208700 , cost =  0.00447300635278
training @ iter =  208800 , cost =  0.0237084440887
training @ iter =  208900 , cost =  0.00924013927579
training @ iter =  209000 , cost =  0.000560248619877
training @ iter =  209100 , cost =  0.000574966717977
training @ iter =  209200 , cost =  0.00111051555723
training @ iter =  209300 , cost =  0.00695473095402
training @ iter =  209400 , cost =  0.00655490532517
training @ iter =  209500 , cost =  0.0986944660544
training @ iter =  209600 , cost =  0.0201957896352
training @ iter =  209700 , cost =  0.0357740707695
--> train minibatch error =  0.16
-->  12 750 chunk_22_50000.pkl
training @ iter =  209800 , cost =  0.00288896169513
training @ iter =  209900 , cost =  0.00436327420175
iter  209999  validation
epoch 9, iter 210000, validation error 0.789000 %
epoch 9, iter 210000, train minibatch error 4.000000 %
epoch 9, iter 210000, train buffer error 1.000000 %
training @ iter =  210000 , cost =  0.0687360689044
training @ iter =  210100 , cost =  0.00244428031147
training @ iter =  210200 , cost =  0.0888444706798
training @ iter =  210300 , cost =  0.0124425403774
training @ iter =  210400 , cost =  0.00600622640923
training @ iter =  210500 , cost =  0.0562801323831
training @ iter =  210600 , cost =  0.00528447050601
training @ iter =  210700 , cost =  0.0933618843555
training @ iter =  210800 , cost =  0.0286746639758
training @ iter =  210900 , cost =  0.00522242020816
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  211000 , cost =  0.0135125257075
training @ iter =  211100 , cost =  0.0151600381359
training @ iter =  211200 , cost =  0.0294067189097
training @ iter =  211300 , cost =  0.0113687124103
training @ iter =  211400 , cost =  0.00156811240595
training @ iter =  211500 , cost =  0.123033478856
training @ iter =  211600 , cost =  0.00128357973881
training @ iter =  211700 , cost =  0.0475578978658
training @ iter =  211800 , cost =  0.0658493489027
training @ iter =  211900 , cost =  0.00309506291524
iter  211999  validation
epoch 9, iter 212000, validation error 0.772000 %
epoch 9, iter 212000, train minibatch error 2.000000 %
epoch 9, iter 212000, train buffer error 0.800000 %
training @ iter =  212000 , cost =  0.0056003825739
training @ iter =  212100 , cost =  0.00216484512202
training @ iter =  212200 , cost =  0.00166687846649
training @ iter =  212300 , cost =  0.00679968530312
training @ iter =  212400 , cost =  0.00403230357915
training @ iter =  212500 , cost =  0.0491399541497
training @ iter =  212600 , cost =  0.00371973216534
training @ iter =  212700 , cost =  0.0710963457823
training @ iter =  212800 , cost =  0.0342066735029
training @ iter =  212900 , cost =  0.00860453862697
training @ iter =  213000 , cost =  0.0188471525908
training @ iter =  213100 , cost =  0.0293939393014
training @ iter =  213200 , cost =  0.0711858272552
training @ iter =  213300 , cost =  0.000938448880333
training @ iter =  213400 , cost =  0.0015354215866
training @ iter =  213500 , cost =  0.134948372841
training @ iter =  213600 , cost =  0.134848207235
training @ iter =  213700 , cost =  0.0649339705706
training @ iter =  213800 , cost =  0.00111706147436
training @ iter =  213900 , cost =  0.00302207656205
iter  213999  validation
epoch 9, iter 214000, validation error 0.770000 %
epoch 9, iter 214000, train minibatch error 0.000000 %
epoch 9, iter 214000, train buffer error 0.700000 %
training @ iter =  214000 , cost =  0.00291041610762
training @ iter =  214100 , cost =  0.00186007842422
training @ iter =  214200 , cost =  0.00170108617749
training @ iter =  214300 , cost =  0.129157885909
training @ iter =  214400 , cost =  0.00523926503956
training @ iter =  214500 , cost =  0.0274686962366
training @ iter =  214600 , cost =  0.00495799025521
training @ iter =  214700 , cost =  0.0246774479747
--> train minibatch error =  0.14
-->  16 49400 chunk_26_50000.pkl
training @ iter =  214800 , cost =  0.0393051058054
training @ iter =  214900 , cost =  0.00166698859539
training @ iter =  215000 , cost =  0.0164027940482
training @ iter =  215100 , cost =  0.00456532370299
training @ iter =  215200 , cost =  0.00259792688303
training @ iter =  215300 , cost =  0.0323040001094
training @ iter =  215400 , cost =  0.00830284692347
training @ iter =  215500 , cost =  0.0726006776094
--> train minibatch error =  0.12
-->  17 40700 chunk_27_50000.pkl
training @ iter =  215600 , cost =  0.0182338878512
training @ iter =  215700 , cost =  0.000818847620394
training @ iter =  215800 , cost =  0.00259234127589
training @ iter =  215900 , cost =  0.017982903868
iter  215999  validation
epoch 9, iter 216000, validation error 0.774000 %
epoch 9, iter 216000, train minibatch error 0.000000 %
epoch 9, iter 216000, train buffer error 0.800000 %
training @ iter =  216000 , cost =  0.0053613265045
training @ iter =  216100 , cost =  0.00584398489445
training @ iter =  216200 , cost =  0.00209844391793
training @ iter =  216300 , cost =  0.114708311856
training @ iter =  216400 , cost =  0.0569861158729
training @ iter =  216500 , cost =  0.00271218037233
ERROR:  /home/shared/Fields_12-2015/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
