nkerns =  [20 50] (2,)
iter  207999  validation
epoch 9, iter 208000, validation error 0.912000 %
epoch 9, iter 208000, train minibatch error 0.000000 %
epoch 9, iter 208000, train buffer error 0.700000 %
training @ iter =  208000 , cost =  0.00756946671754
training @ iter =  208100 , cost =  0.00206669978797
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  208200 , cost =  0.00721897138283
training @ iter =  208300 , cost =  0.00541441794485
training @ iter =  208400 , cost =  0.0230279061943
training @ iter =  208500 , cost =  0.0596074201167
training @ iter =  208600 , cost =  0.00616319617257
training @ iter =  208700 , cost =  0.000886489404365
training @ iter =  208800 , cost =  0.0687826350331
training @ iter =  208900 , cost =  0.0126565815881
training @ iter =  209000 , cost =  0.00208704196848
training @ iter =  209100 , cost =  0.00157220393885
training @ iter =  209200 , cost =  0.00472193257883
training @ iter =  209300 , cost =  0.0325538180768
training @ iter =  209400 , cost =  0.00565800443292
training @ iter =  209500 , cost =  0.0818845778704
training @ iter =  209600 , cost =  0.0153331505135
--> train minibatch error =  0.12
-->  11 41300 chunk_21_50000.pkl
training @ iter =  209700 , cost =  0.00917861238122
training @ iter =  209800 , cost =  0.00300444848835
training @ iter =  209900 , cost =  0.00222047837451
iter  209999  validation
epoch 9, iter 210000, validation error 0.924000 %
epoch 9, iter 210000, train minibatch error 4.000000 %
epoch 9, iter 210000, train buffer error 1.000000 %
training @ iter =  210000 , cost =  0.0362692251801
training @ iter =  210100 , cost =  0.00715087540448
training @ iter =  210200 , cost =  0.111609093845
training @ iter =  210300 , cost =  0.00803660973907
training @ iter =  210400 , cost =  0.0156736988574
training @ iter =  210500 , cost =  0.0640470683575
training @ iter =  210600 , cost =  0.00465926574543
training @ iter =  210700 , cost =  0.0799611732364
training @ iter =  210800 , cost =  0.0275589078665
training @ iter =  210900 , cost =  0.00417704787105
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  211000 , cost =  0.0135068772361
training @ iter =  211100 , cost =  0.0163153074682
training @ iter =  211200 , cost =  0.0186177007854
training @ iter =  211300 , cost =  0.0475535392761
training @ iter =  211400 , cost =  0.00159487163182
training @ iter =  211500 , cost =  0.206958085299
training @ iter =  211600 , cost =  0.00232323654927
training @ iter =  211700 , cost =  0.111073568463
training @ iter =  211800 , cost =  0.0363643653691
training @ iter =  211900 , cost =  0.00577416969463
iter  211999  validation
epoch 9, iter 212000, validation error 0.914000 %
epoch 9, iter 212000, train minibatch error 2.000000 %
epoch 9, iter 212000, train buffer error 1.000000 %
training @ iter =  212000 , cost =  0.00772452075034
training @ iter =  212100 , cost =  0.00338031211868
training @ iter =  212200 , cost =  0.00280562695116
training @ iter =  212300 , cost =  0.00352334370837
training @ iter =  212400 , cost =  0.00192767102271
training @ iter =  212500 , cost =  0.0369526259601
--> train minibatch error =  0.14
-->  14 36450 chunk_24_50000.pkl
training @ iter =  212600 , cost =  0.00712643191218
training @ iter =  212700 , cost =  0.0735464319587
training @ iter =  212800 , cost =  0.0497515238822
training @ iter =  212900 , cost =  0.00847275182605
training @ iter =  213000 , cost =  0.0396307371557
training @ iter =  213100 , cost =  0.0427570827305
training @ iter =  213200 , cost =  0.0712015405297
training @ iter =  213300 , cost =  0.00232619512826
training @ iter =  213400 , cost =  0.000961475947406
training @ iter =  213500 , cost =  0.0834493413568
training @ iter =  213600 , cost =  0.187633469701
training @ iter =  213700 , cost =  0.0403976999223
training @ iter =  213800 , cost =  0.00245726085268
training @ iter =  213900 , cost =  0.00394837092608
iter  213999  validation
epoch 9, iter 214000, validation error 0.906000 %
epoch 9, iter 214000, train minibatch error 0.000000 %
epoch 9, iter 214000, train buffer error 0.800000 %
FPR, FNR =  0.0100424664803 0.00802218155935
training @ iter =  214000 , cost =  0.00970004778355
training @ iter =  214100 , cost =  0.00176443962846
training @ iter =  214200 , cost =  0.00194901856594
training @ iter =  214300 , cost =  0.150155425072
training @ iter =  214400 , cost =  0.0116863818839
training @ iter =  214500 , cost =  0.0412150286138
training @ iter =  214600 , cost =  0.00762741873041
training @ iter =  214700 , cost =  0.0123198926449
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  214800 , cost =  0.0299173258245
training @ iter =  214900 , cost =  0.00259455107152
training @ iter =  215000 , cost =  0.0155585398898
training @ iter =  215100 , cost =  0.0199363995343
training @ iter =  215200 , cost =  0.0120677407831
training @ iter =  215300 , cost =  0.0237499307841
training @ iter =  215400 , cost =  0.00221651536413
training @ iter =  215500 , cost =  0.0765377208591
training @ iter =  215600 , cost =  0.138690143824
training @ iter =  215700 , cost =  0.00115942733828
training @ iter =  215800 , cost =  0.00170406862162
training @ iter =  215900 , cost =  0.0487059243023
iter  215999  validation
epoch 9, iter 216000, validation error 0.937000 %
epoch 9, iter 216000, train minibatch error 0.000000 %
epoch 9, iter 216000, train buffer error 0.800000 %
training @ iter =  216000 , cost =  0.0180084854364
training @ iter =  216100 , cost =  0.00276469765231
training @ iter =  216200 , cost =  0.00273977965117
training @ iter =  216300 , cost =  0.0994389057159
training @ iter =  216400 , cost =  0.0966656133533
training @ iter =  216500 , cost =  0.00526313204318
ERROR:  /home/ireyes/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  216600 , cost =  0.145851552486
training @ iter =  216700 , cost =  0.01373627875
training @ iter =  216800 , cost =  0.0974150672555
training @ iter =  216900 , cost =  0.0103616677225
training @ iter =  217000 , cost =  0.00314537016675
training @ iter =  217100 , cost =  0.00719117093831
training @ iter =  217200 , cost =  0.0693036094308
training @ iter =  217300 , cost =  0.00896484591067
training @ iter =  217400 , cost =  0.175980567932
training @ iter =  217500 , cost =  0.00157698825933
training @ iter =  217600 , cost =  0.0293116346002
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  217700 , cost =  0.00142659503035
training @ iter =  217800 , cost =  0.00988067593426
training @ iter =  217900 , cost =  0.00100372475572
iter  217999  validation
epoch 9, iter 218000, validation error 0.913000 %
epoch 9, iter 218000, train minibatch error 2.000000 %
epoch 9, iter 218000, train buffer error 0.600000 %
training @ iter =  218000 , cost =  0.0548262782395
training @ iter =  218100 , cost =  0.00244821049273
training @ iter =  218200 , cost =  0.184345468879
training @ iter =  218300 , cost =  0.0797056779265
training @ iter =  218400 , cost =  0.00732278358191
training @ iter =  218500 , cost =  0.0120885185897
training @ iter =  218600 , cost =  0.039948169142
training @ iter =  218700 , cost =  0.0112602962181
training @ iter =  218800 , cost =  0.0136008132249
training @ iter =  218900 , cost =  0.0116279898211
training @ iter =  219000 , cost =  0.00944088958204
training @ iter =  219100 , cost =  0.00547393877059
training @ iter =  219200 , cost =  0.00137976487167
training @ iter =  219300 , cost =  0.145149171352
training @ iter =  219400 , cost =  0.110706843436
training @ iter =  219500 , cost =  0.00354669475928
training @ iter =  219600 , cost =  0.0654834061861
--> train minibatch error =  0.12
-->  22 7650 chunk_7_50000.pkl
training @ iter =  219700 , cost =  0.122695654631
training @ iter =  219800 , cost =  0.0903784185648
training @ iter =  219900 , cost =  0.0283076092601
iter  219999  validation
epoch 9, iter 220000, validation error 0.921000 %
epoch 9, iter 220000, train minibatch error 0.000000 %
epoch 9, iter 220000, train buffer error 0.500000 %
training @ iter =  220000 , cost =  0.00279813655652
training @ iter =  220100 , cost =  0.00275120069273
training @ iter =  220200 , cost =  0.00942423008382
training @ iter =  220300 , cost =  0.00067329016747
training @ iter =  220400 , cost =  0.0265138968825
training @ iter =  220500 , cost =  0.00301217194647
training @ iter =  220600 , cost =  0.00351648032665
training @ iter =  220700 , cost =  0.00372449588031
training @ iter =  220800 , cost =  0.113107070327
training @ iter =  220900 , cost =  0.00715812901035
--> train minibatch error =  0.2
-->  23 21400 chunk_8_50000.pkl
training @ iter =  221000 , cost =  0.0187784191221
training @ iter =  221100 , cost =  0.00317694037221
--> train minibatch error =  0.14
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.2
-->  23 31950 chunk_8_50000.pkl
training @ iter =  221200 , cost =  0.144075810909
training @ iter =  221300 , cost =  0.0388060621917
training @ iter =  221400 , cost =  0.0146471168846
--> train minibatch error =  0.12
-->  23 44900 chunk_8_50000.pkl
training @ iter =  221500 , cost =  0.0129102561623
training @ iter =  221600 , cost =  0.00663950480521
training @ iter =  221700 , cost =  0.0132652912289
training @ iter =  221800 , cost =  0.0147617282346
training @ iter =  221900 , cost =  0.00364266801625
iter  221999  validation
epoch 9, iter 222000, validation error 0.921000 %
epoch 9, iter 222000, train minibatch error 0.000000 %
epoch 9, iter 222000, train buffer error 1.000000 %
training @ iter =  222000 , cost =  0.101785495877
training @ iter =  222100 , cost =  0.0136185754091
training @ iter =  222200 , cost =  0.0290381219238
--> train minibatch error =  0.2
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.28
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34800 chunk_9_50000.pkl
training @ iter =  222300 , cost =  0.000756922585424
training @ iter =  222400 , cost =  0.0351878963411
training @ iter =  222500 , cost =  0.00192612875253
training @ iter =  222600 , cost =  0.145431905985
training @ iter =  222700 , cost =  0.014400260523
training @ iter =  222800 , cost =  0.0271913856268
training @ iter =  222900 , cost =  0.0677361562848
training @ iter =  223000 , cost =  0.00729398196563
--> train minibatch error =  0.14
-->  0 29050 chunk_10_50000.pkl
training @ iter =  223100 , cost =  0.00120020937175
training @ iter =  223200 , cost =  0.0241305287927
training @ iter =  223300 , cost =  0.0489557012916
training @ iter =  223400 , cost =  0.0184060912579
training @ iter =  223500 , cost =  0.0031924918294
training @ iter =  223600 , cost =  0.00463633937761
--> train minibatch error =  0.16
-->  1 5400 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 5450 chunk_11_50000.pkl
training @ iter =  223700 , cost =  0.169471934438
training @ iter =  223800 , cost =  0.00733436457813
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  223900 , cost =  0.0132723124698
iter  223999  validation
epoch 10, iter 224000, validation error 0.928000 %
epoch 10, iter 224000, train minibatch error 0.000000 %
epoch 10, iter 224000, train buffer error 0.700000 %
training @ iter =  224000 , cost =  0.00872290227562
training @ iter =  224100 , cost =  0.0777562409639
training @ iter =  224200 , cost =  0.137822493911
training @ iter =  224300 , cost =  0.0283459872007
training @ iter =  224400 , cost =  0.0120175518095
training @ iter =  224500 , cost =  0.00235580722801
training @ iter =  224600 , cost =  0.151681438088
training @ iter =  224700 , cost =  0.00639871833846
training @ iter =  224800 , cost =  0.00220550200902
training @ iter =  224900 , cost =  0.00418741814792
training @ iter =  225000 , cost =  0.0392548888922
training @ iter =  225100 , cost =  0.00637744553387
training @ iter =  225200 , cost =  0.0600350871682
training @ iter =  225300 , cost =  0.0381911881268
--> train minibatch error =  0.12
-->  2 44550 chunk_12_50000.pkl
training @ iter =  225400 , cost =  0.00299965916201
training @ iter =  225500 , cost =  0.00183694006409
--> train minibatch error =  0.12
-->  3 3550 chunk_13_50000.pkl
training @ iter =  225600 , cost =  0.0111625548452
training @ iter =  225700 , cost =  0.0142136132345
training @ iter =  225800 , cost =  0.00588434701785
training @ iter =  225900 , cost =  0.0759829431772
iter  225999  validation
epoch 10, iter 226000, validation error 0.916000 %
epoch 10, iter 226000, train minibatch error 0.000000 %
epoch 10, iter 226000, train buffer error 0.900000 %
training @ iter =  226000 , cost =  0.0848729535937
training @ iter =  226100 , cost =  0.00628598872572
--> train minibatch error =  0.12
-->  3 34000 chunk_13_50000.pkl
training @ iter =  226200 , cost =  0.00281905103475
training @ iter =  226300 , cost =  0.0507031455636
training @ iter =  226400 , cost =  0.00548207201064
training @ iter =  226500 , cost =  0.0727953463793
training @ iter =  226600 , cost =  0.0019049384864
training @ iter =  226700 , cost =  0.00492835789919
training @ iter =  226800 , cost =  0.00331441406161
training @ iter =  226900 , cost =  0.00184505851939
training @ iter =  227000 , cost =  0.147251427174
training @ iter =  227100 , cost =  0.00615356490016
training @ iter =  227200 , cost =  0.0133358426392
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
training @ iter =  227300 , cost =  0.0015845784219
training @ iter =  227400 , cost =  0.000987844308838
training @ iter =  227500 , cost =  0.0387553013861
training @ iter =  227600 , cost =  0.00141403067391
training @ iter =  227700 , cost =  0.0636507719755
training @ iter =  227800 , cost =  0.0346054248512
training @ iter =  227900 , cost =  0.00586593011394
iter  227999  validation
epoch 10, iter 228000, validation error 0.921000 %
epoch 10, iter 228000, train minibatch error 2.000000 %
epoch 10, iter 228000, train buffer error 1.400000 %
training @ iter =  228000 , cost =  0.0035680255387
training @ iter =  228100 , cost =  0.000655035371892
training @ iter =  228200 , cost =  0.0203281119466
training @ iter =  228300 , cost =  0.00289018661715
training @ iter =  228400 , cost =  0.00984367914498
training @ iter =  228500 , cost =  0.0167075302452
training @ iter =  228600 , cost =  0.00529974745587
training @ iter =  228700 , cost =  0.14461478591
training @ iter =  228800 , cost =  0.018454477191
training @ iter =  228900 , cost =  0.076678879559
training @ iter =  229000 , cost =  0.0753632858396
training @ iter =  229100 , cost =  0.0627956464887
training @ iter =  229200 , cost =  0.0163278337568
training @ iter =  229300 , cost =  0.0621726028621
training @ iter =  229400 , cost =  0.00545619148761
training @ iter =  229500 , cost =  0.00691169686615
training @ iter =  229600 , cost =  0.012170641683
training @ iter =  229700 , cost =  0.0613968335092
training @ iter =  229800 , cost =  0.107759304345
training @ iter =  229900 , cost =  0.0162639785558
iter  229999  validation
epoch 10, iter 230000, validation error 0.898000 %
epoch 10, iter 230000, train minibatch error 0.000000 %
epoch 10, iter 230000, train buffer error 0.400000 %
FPR, FNR =  0.0103421771713 0.0075816530399
training @ iter =  230000 , cost =  0.0181182790548
training @ iter =  230100 , cost =  0.0875102579594
--> train minibatch error =  0.2
-->  7 33350 chunk_17_50000.pkl
training @ iter =  230200 , cost =  0.00274568377063
training @ iter =  230300 , cost =  0.121938034892
training @ iter =  230400 , cost =  0.00198821700178
training @ iter =  230500 , cost =  0.00380768533796
training @ iter =  230600 , cost =  0.0403120629489
--> train minibatch error =  0.2
-->  8 4750 chunk_18_50000.pkl
training @ iter =  230700 , cost =  0.0153009975329
training @ iter =  230800 , cost =  0.110823176801
training @ iter =  230900 , cost =  0.00245932349935
training @ iter =  231000 , cost =  0.0282601546496
training @ iter =  231100 , cost =  0.00043372795335
--> train minibatch error =  0.12
-->  8 30300 chunk_18_50000.pkl
--> train minibatch error =  0.28
-->  8 30350 chunk_18_50000.pkl
training @ iter =  231200 , cost =  0.00735316053033
training @ iter =  231300 , cost =  0.0896980687976
training @ iter =  231400 , cost =  0.0867860540748
training @ iter =  231500 , cost =  0.00652963621542
training @ iter =  231600 , cost =  0.00565167050809
training @ iter =  231700 , cost =  0.00307830423117
training @ iter =  231800 , cost =  0.00710558099672
training @ iter =  231900 , cost =  0.0043722782284
iter  231999  validation
epoch 10, iter 232000, validation error 0.931000 %
epoch 10, iter 232000, train minibatch error 2.000000 %
epoch 10, iter 232000, train buffer error 0.400000 %
training @ iter =  232000 , cost =  0.00645545125008
training @ iter =  232100 , cost =  0.0117702651769
training @ iter =  232200 , cost =  0.0956387892365
training @ iter =  232300 , cost =  0.122276522219
training @ iter =  232400 , cost =  0.00284552993253
training @ iter =  232500 , cost =  0.0128980241716
training @ iter =  232600 , cost =  0.0203623883426
--> train minibatch error =  0.16
-->  10 9100 chunk_20_50000.pkl
training @ iter =  232700 , cost =  0.00259354058653
training @ iter =  232800 , cost =  0.000544257869478
--> train minibatch error =  0.12
-->  10 16700 chunk_20_50000.pkl
training @ iter =  232900 , cost =  0.00514996843413
training @ iter =  233000 , cost =  0.0472512990236
training @ iter =  233100 , cost =  0.00472089042887
training @ iter =  233200 , cost =  0.00759945996106
training @ iter =  233300 , cost =  0.0323702581227
training @ iter =  233400 , cost =  0.0403806604445
training @ iter =  233500 , cost =  0.0155705548823
training @ iter =  233600 , cost =  0.00835133064538
training @ iter =  233700 , cost =  0.00377987511456
training @ iter =  233800 , cost =  0.00336456298828
training @ iter =  233900 , cost =  0.0251224357635
iter  233999  validation
epoch 10, iter 234000, validation error 0.902000 %
epoch 10, iter 234000, train minibatch error 2.000000 %
epoch 10, iter 234000, train buffer error 1.400000 %
training @ iter =  234000 , cost =  0.00880162231624
training @ iter =  234100 , cost =  0.0360432900488
training @ iter =  234200 , cost =  0.000421372504206
training @ iter =  234300 , cost =  0.0127030536532
--> train minibatch error =  0.12
-->  11 41300 chunk_21_50000.pkl
training @ iter =  234400 , cost =  0.00402952777222
training @ iter =  234500 , cost =  0.0579127892852
training @ iter =  234600 , cost =  0.0289155766368
training @ iter =  234700 , cost =  0.0163159985095
training @ iter =  234800 , cost =  0.00332264252938
training @ iter =  234900 , cost =  0.00432467088103
training @ iter =  235000 , cost =  0.0435788631439
training @ iter =  235100 , cost =  0.00436380552128
training @ iter =  235200 , cost =  0.00144522101618
training @ iter =  235300 , cost =  0.00350280781277
training @ iter =  235400 , cost =  0.00347832357511
training @ iter =  235500 , cost =  0.00241949642077
training @ iter =  235600 , cost =  0.00606794422492
training @ iter =  235700 , cost =  0.00760268513113
--> train minibatch error =  0.14
-->  13 9800 chunk_23_50000.pkl
training @ iter =  235800 , cost =  0.00175496190786
training @ iter =  235900 , cost =  0.0304049421102
iter  235999  validation
epoch 10, iter 236000, validation error 0.917000 %
epoch 10, iter 236000, train minibatch error 0.000000 %
epoch 10, iter 236000, train buffer error 0.800000 %
training @ iter =  236000 , cost =  0.0451618470252
training @ iter =  236100 , cost =  0.0927190408111
training @ iter =  236200 , cost =  0.0726940184832
training @ iter =  236300 , cost =  0.00644796947017
training @ iter =  236400 , cost =  0.00132676807698
training @ iter =  236500 , cost =  0.02529476583
training @ iter =  236600 , cost =  0.0169609002769
training @ iter =  236700 , cost =  0.0936214476824
training @ iter =  236800 , cost =  0.0218799766153
training @ iter =  236900 , cost =  0.0111357755959
training @ iter =  237000 , cost =  0.00432625133544
training @ iter =  237100 , cost =  0.00327237695456
training @ iter =  237200 , cost =  0.119058042765
--> train minibatch error =  0.14
-->  14 36450 chunk_24_50000.pkl
training @ iter =  237300 , cost =  0.00797597318888
training @ iter =  237400 , cost =  0.14167624712
training @ iter =  237500 , cost =  0.0420528315008
training @ iter =  237600 , cost =  0.0369557887316
training @ iter =  237700 , cost =  0.00943746045232
training @ iter =  237800 , cost =  0.0111105851829
training @ iter =  237900 , cost =  0.0133960656822
iter  237999  validation
epoch 10, iter 238000, validation error 0.909000 %
epoch 10, iter 238000, train minibatch error 0.000000 %
epoch 10, iter 238000, train buffer error 0.400000 %
training @ iter =  238000 , cost =  0.0435059592128
training @ iter =  238100 , cost =  0.00238374201581
training @ iter =  238200 , cost =  0.040171790868
training @ iter =  238300 , cost =  0.00286653731018
training @ iter =  238400 , cost =  0.0669178366661
training @ iter =  238500 , cost =  0.00594484619796
training @ iter =  238600 , cost =  0.0112939886749
training @ iter =  238700 , cost =  0.00115611113142
training @ iter =  238800 , cost =  0.00329282484017
training @ iter =  238900 , cost =  0.00392714282498
training @ iter =  239000 , cost =  0.00729084946215
training @ iter =  239100 , cost =  0.114261873066
training @ iter =  239200 , cost =  0.0149571942165
training @ iter =  239300 , cost =  0.00558881647885
training @ iter =  239400 , cost =  0.0287833064795
--> train minibatch error =  0.16
-->  16 49400 chunk_26_50000.pkl
training @ iter =  239500 , cost =  0.00402853172272
training @ iter =  239600 , cost =  0.00349992630072
training @ iter =  239700 , cost =  0.00620608963072
training @ iter =  239800 , cost =  0.00762079935521
training @ iter =  239900 , cost =  0.00184932921547
iter  239999  validation
epoch 10, iter 240000, validation error 0.917000 %
epoch 10, iter 240000, train minibatch error 0.000000 %
epoch 10, iter 240000, train buffer error 0.600000 %
training @ iter =  240000 , cost =  0.00631979806349
training @ iter =  240100 , cost =  0.010356195271
training @ iter =  240200 , cost =  0.0720696002245
training @ iter =  240300 , cost =  0.000996582908556
training @ iter =  240400 , cost =  0.00231822254136
training @ iter =  240500 , cost =  0.0192230176181
training @ iter =  240600 , cost =  0.0562203302979
training @ iter =  240700 , cost =  0.0105534540489
training @ iter =  240800 , cost =  0.0104219065979
training @ iter =  240900 , cost =  0.00205377466045
training @ iter =  241000 , cost =  0.0204378142953
training @ iter =  241100 , cost =  0.00900744833052
training @ iter =  241200 , cost =  0.00186134409159
ERROR:  /home/ireyes/chunks_feat_50000/chunks_train/chunk_28_50000.pkl  has  4  candidates.
training @ iter =  241300 , cost =  0.0048754052259
training @ iter =  241400 , cost =  0.00394343398511
training @ iter =  241500 , cost =  0.00522348750383
training @ iter =  241600 , cost =  0.00143340544309
training @ iter =  241700 , cost =  0.0355401746929
training @ iter =  241800 , cost =  0.0372496880591
training @ iter =  241900 , cost =  0.00643206108361
iter  241999  validation
epoch 10, iter 242000, validation error 0.918000 %
epoch 10, iter 242000, train minibatch error 2.000000 %
epoch 10, iter 242000, train buffer error 0.700000 %
training @ iter =  242000 , cost =  0.00279213069007
training @ iter =  242100 , cost =  0.00535695673898
training @ iter =  242200 , cost =  0.0358624346554
training @ iter =  242300 , cost =  0.0718300640583
--> train minibatch error =  0.28
-->  20 5900 chunk_5_50000.pkl
--> train minibatch error =  0.16
-->  20 5950 chunk_5_50000.pkl
training @ iter =  242400 , cost =  0.0112432148308
training @ iter =  242500 , cost =  0.00272258347832
training @ iter =  242600 , cost =  0.202973857522
training @ iter =  242700 , cost =  0.0192553512752
training @ iter =  242800 , cost =  0.00451827608049
training @ iter =  242900 , cost =  0.00109452521428
training @ iter =  243000 , cost =  0.00152145209722
training @ iter =  243100 , cost =  0.00162074656691
training @ iter =  243200 , cost =  0.0472953207791
training @ iter =  243300 , cost =  0.00952191744
training @ iter =  243400 , cost =  0.00735537474975
training @ iter =  243500 , cost =  0.0762399360538
training @ iter =  243600 , cost =  0.00875133555382
training @ iter =  243700 , cost =  0.0590986907482
training @ iter =  243800 , cost =  0.00205555441789
training @ iter =  243900 , cost =  0.000915638229344
iter  243999  validation
epoch 10, iter 244000, validation error 0.918000 %
epoch 10, iter 244000, train minibatch error 0.000000 %
epoch 10, iter 244000, train buffer error 0.900000 %
training @ iter =  244000 , cost =  0.0115277925506
training @ iter =  244100 , cost =  0.0431030504405
training @ iter =  244200 , cost =  0.00445187790319
training @ iter =  244300 , cost =  0.00137185212225
--> train minibatch error =  0.12
-->  22 7650 chunk_7_50000.pkl
training @ iter =  244400 , cost =  0.0126536004245
training @ iter =  244500 , cost =  0.00212667020969
training @ iter =  244600 , cost =  0.00234462390654
training @ iter =  244700 , cost =  0.00128440512344
training @ iter =  244800 , cost =  0.00827657431364
training @ iter =  244900 , cost =  0.0856115594506
training @ iter =  245000 , cost =  0.077309705317
training @ iter =  245100 , cost =  0.103819563985
training @ iter =  245200 , cost =  0.0246297307312
training @ iter =  245300 , cost =  0.0024553888943
training @ iter =  245400 , cost =  0.113253682852
training @ iter =  245500 , cost =  0.00902619026601
training @ iter =  245600 , cost =  0.00175739673432
--> train minibatch error =  0.2
-->  23 21400 chunk_8_50000.pkl
training @ iter =  245700 , cost =  0.0429992154241
training @ iter =  245800 , cost =  0.0281298346817
--> train minibatch error =  0.14
-->  23 31850 chunk_8_50000.pkl
--> train minibatch error =  0.18
-->  23 31900 chunk_8_50000.pkl
--> train minibatch error =  0.16
-->  23 31950 chunk_8_50000.pkl
training @ iter =  245900 , cost =  0.0188522785902
iter  245999  validation
epoch 10, iter 246000, validation error 0.903000 %
epoch 10, iter 246000, train minibatch error 0.000000 %
epoch 10, iter 246000, train buffer error 1.200000 %
training @ iter =  246000 , cost =  0.00485572917387
training @ iter =  246100 , cost =  0.0106008993462
--> train minibatch error =  0.12
-->  23 44900 chunk_8_50000.pkl
training @ iter =  246200 , cost =  0.0964000448585
training @ iter =  246300 , cost =  0.0101148309186
training @ iter =  246400 , cost =  0.016191450879
training @ iter =  246500 , cost =  0.0288492627442
training @ iter =  246600 , cost =  0.0112107750028
training @ iter =  246700 , cost =  0.0143532296643
training @ iter =  246800 , cost =  0.0277906935662
training @ iter =  246900 , cost =  0.00554386153817
--> train minibatch error =  0.22
-->  24 34700 chunk_9_50000.pkl
--> train minibatch error =  0.3
-->  24 34750 chunk_9_50000.pkl
--> train minibatch error =  0.18
-->  24 34800 chunk_9_50000.pkl
training @ iter =  247000 , cost =  0.0579711943865
training @ iter =  247100 , cost =  0.018405707553
training @ iter =  247200 , cost =  0.000829764874652
training @ iter =  247300 , cost =  0.00410116836429
training @ iter =  247400 , cost =  0.0201961994171
training @ iter =  247500 , cost =  0.0267838351429
training @ iter =  247600 , cost =  0.00583878206089
training @ iter =  247700 , cost =  0.00109865004197
training @ iter =  247800 , cost =  0.00514549156651
--> train minibatch error =  0.14
-->  0 29050 chunk_10_50000.pkl
training @ iter =  247900 , cost =  0.0033034470398
iter  247999  validation
epoch 11, iter 248000, validation error 0.921000 %
epoch 11, iter 248000, train minibatch error 0.000000 %
epoch 11, iter 248000, train buffer error 0.800000 %
training @ iter =  248000 , cost =  0.0327990278602
training @ iter =  248100 , cost =  0.114460274577
training @ iter =  248200 , cost =  0.00208757375367
training @ iter =  248300 , cost =  0.0219007711858
--> train minibatch error =  0.18
-->  1 5400 chunk_11_50000.pkl
--> train minibatch error =  0.14
-->  1 5450 chunk_11_50000.pkl
training @ iter =  248400 , cost =  0.00428935326636
training @ iter =  248500 , cost =  0.00828703865409
--> train minibatch error =  0.12
-->  1 16150 chunk_11_50000.pkl
training @ iter =  248600 , cost =  0.00703357020393
training @ iter =  248700 , cost =  0.00548827648163
training @ iter =  248800 , cost =  0.00830925256014
training @ iter =  248900 , cost =  0.00096015149029
training @ iter =  249000 , cost =  0.00447630928829
training @ iter =  249100 , cost =  0.00212024059147
training @ iter =  249200 , cost =  0.125696077943
training @ iter =  249300 , cost =  0.0055983774364
training @ iter =  249400 , cost =  0.0393284186721
training @ iter =  249500 , cost =  0.000951509573497
training @ iter =  249600 , cost =  0.00730310985819
training @ iter =  249700 , cost =  0.00133168790489
training @ iter =  249800 , cost =  0.00596418278292
training @ iter =  249900 , cost =  0.0863826274872
Learning rate:  0.003125
iter  249999  validation
epoch 11, iter 250000, validation error 0.895000 %
epoch 11, iter 250000, train minibatch error 0.000000 %
epoch 11, iter 250000, train buffer error 1.700000 %
patience =  349999 0.99 499998
FPR, FNR =  0.0103685494661 0.007495408196
training @ iter =  250000 , cost =  0.0499605275691
training @ iter =  250100 , cost =  0.00265626143664
--> train minibatch error =  0.14
-->  2 44550 chunk_12_50000.pkl
training @ iter =  250200 , cost =  0.0299101155251
training @ iter =  250300 , cost =  0.00184348388575
training @ iter =  250400 , cost =  0.0218282248825
training @ iter =  250500 , cost =  0.0174581743777
training @ iter =  250600 , cost =  0.00888288207352
training @ iter =  250700 , cost =  0.00103531614877
training @ iter =  250800 , cost =  0.17634023726
training @ iter =  250900 , cost =  0.00895713362843
--> train minibatch error =  0.12
-->  3 34000 chunk_13_50000.pkl
training @ iter =  251000 , cost =  0.0691309794784
training @ iter =  251100 , cost =  0.00698388554156
training @ iter =  251200 , cost =  0.00571312382817
training @ iter =  251300 , cost =  0.00641236826777
training @ iter =  251400 , cost =  0.0245541911572
training @ iter =  251500 , cost =  0.0107039501891
training @ iter =  251600 , cost =  0.00795877724886
training @ iter =  251700 , cost =  0.124460533261
training @ iter =  251800 , cost =  0.00570849655196
training @ iter =  251900 , cost =  0.00112072157208
--> train minibatch error =  0.14
-->  4 36550 chunk_14_50000.pkl
iter  251999  validation
epoch 11, iter 252000, validation error 0.896000 %
epoch 11, iter 252000, train minibatch error 0.000000 %
